order_id,order_date,customer_Name,city,region,product,category,quantity,unit_Price,discount_Percent,total_sales,profit,payment_method,sales_channel,sales_rep
ORD01272,06-05-2025,Adrian Murray,Pittsburgh,North,Camera,Electronics,9,870,15,6655.5,1781.28,Cash,Retail Store,James Nicholson
ORD01273,15-12-2025,Donna Thompson,San Francisco,West,Tablet,Electronics,5,1652,15,7021,826.3,Net Banking,Retail Store,Christopher Wright
ORD01274,03-05-2024,David Craig,Memphis,North,Keyboard,Accessories,1,1210,15,1028.5,192.33,Cash,Retail Store,Samantha Garrett
ORD01275,29-12-2024,Nicole Hogan,Spokane,West,Laptop,Electronics,10,1870,0,18700,3913.9,Net Banking,Retail Store,Troy Young
ORD01276,30-05-2025,Mark Newton,Indianapolis,West,Laptop,Electronics,3,125000,20,3636,896.76,Cash,Online,Adam Spence
ORD01277,13-12-2024,Richard Sanchez,Cincinnati,South,Keyboard,Accessories,3,1491,20,3578.4,604.44,UPI,Retail Store,Veronica Sullivan
ORD01278,28-04-2025,Michael Brown,Buffalo,South,Smartphone,Electronics,2,2031,15,3452.7,603.36,Cash,Retail Store,Rhonda Campbell
ORD01279,22-12-2024,James Cox DDS,Fresno,West,Keyboard,Accessories,6,2461,20,11812.8,1533.84,Credit Card,Online,Jade Roberts MD
ORD01280,12-11-2025,Corey Morrison,Oakland,West,Laptop,Electronics,3,999,0,2997,1269.06,UPI,Online,Alex Jones
ORD01281,06-03-2025,Jessica Pittman,Birmingham,North,Monitor,Electronics,2,762,15,1295.4,105.78,Cash,Retail Store,Kevin Johnson
ORD01282,18-01-2025,Jill Watson,St. Louis,North,Mouse,Accessories,1,348,15,295.8,51.63,Debit Card,Retail Store,Gary Burnett
ORD01283,14-10-2025,Christine Martin,Kansas City,South,Mouse,Accessories,8,1596,5,12129.6,3275.68,Debit Card,Retail Store,Linda Malone
ORD01284,25-07-2024,Megan Torres,Madison,West,Headphones,Accessories,8,1221,5,9279.6,2094.88,Cash,Online,Eric Fowler
ORD01285,27-07-2024,Omar Martinez,Omaha,South,Mouse,Accessories,10,149,0,1490,658.1,Credit Card,Retail Store,Donald Rodriguez
ORD01286,14-12-2024,Melissa Medina,Newark,West,Smartphone,Electronics,10,2288,0,22880,9236.1,Debit Card,Online,Stacy Rodriguez
ORD01287,31-12-2024,Sherri Moss,Providence,South,Smartwatch,Wearables,8,2101,10,15127.2,3283.92,Credit Card,Retail Store,Hannah Clay
ORD01288,21-03-2024,Mr. Michael Robinson,Oklahoma City,East,Smartphone,Electronics,7,340,20,1904,519.33,Credit Card,Online,David Delacruz
ORD01289,07-07-2025,Emily Williams,Tulsa,South,Headphones,Accessories,4,260,20,832,173.96,UPI,Retail Store,Gregory Harris
ORD01290,21-10-2024,Rachel Davis,Hartford,South,Smartphone,Electronics,6,328,5,1869.6,750.42,Cash,Retail Store,Reginald Bowers
ORD01291,15-12-2025,Jay Nguyen,Des Moines,West,Smartphone,Electronics,10,282,20,2256,76.3,UPI,Online,Debra Parrish
ORD01292,24-07-2024,Megan Wong,Long Beach,North,Laptop,Electronics,6,1776,10,9590.4,2838.36,Debit Card,Online,Billy Martinez
ORD01293,20-05-2025,William Flores,Savannah,North,Camera,Electronics,6,305,5,1738.5,698.64,UPI,Online,James Cooper
ORD01294,05-05-2025,Mr. David Gomez,Honolulu,East,Smartphone,Electronics,10,380,20,3040,50.7,Credit Card,Online,Larry Walker
ORD01295,27-10-2025,Austin Munoz,Albuquerque,West,Laptop,Electronics,8,2129,5,16180.4,5321.44,UPI,Online,Monica Miller
ORD01296,01-07-2025,Ryan Lynch,Charleston,West,Laptop,Electronics,1,157,5,149.15,38.93,Credit Card,Retail Store,Laura Nicholson
ORD01297,16-03-2025,Stephanie Donovan,Grand Rapids,South,Laptop,Electronics,7,1595,5,10606.75,2508.38,Credit Card,Retail Store,Andrew Wang
ORD01298,17-07-2024,Nathan Graham,Reno,North,Mouse,Accessories,10,1556,10,14004,4111.2,Debit Card,Online,Thomas Underwood
ORD01299,26-02-2025,Jeremy Hood,Toledo,North,Mouse,Accessories,10,91,5,864.5,193.9,Credit Card,Online,Sarah Caldwell
ORD01300,25-03-2025,Mark Schroeder,Los Angeles,North,Laptop,Electronics,2,282,5,535.8,200.14,UPI,Retail Store,James Richardson
ORD01301,12-09-2025,Michael Mclaughlin,Honolulu,North,Smartwatch,Wearables,4,1247,5,4738.6,1499.12,Credit Card,Online,Amanda Osborne
ORD01302,23-12-2025,Michael Fleming,New York,East,Printer,Office Equipment,9,893,15,6831.45,933.84,Debit Card,Retail Store,Madison Olson
ORD01303,31-10-2025,Krista Taylor,Akron,East,Printer,Office Equipment,6,2308,10,12463.2,4001.34,UPI,Online,Kara Perez
ORD01304,12-05-2025,Andrew Garrett,Boston,South,Laptop,Electronics,6,1732,20,8313.6,1871.1,Debit Card,Online,Adrienne Garner
ORD01305,16-01-2025,Rachel Hansen,Philadelphia,South,Printer,Office Equipment,9,913,0,8217,2208.51,Credit Card,Online,Emily Williams
ORD01306,25-05-2025,Christina Adams,Dayton,East,Headphones,Accessories,8,517,0,4136,996.4,UPI,Retail Store,Jamie Wilcox
ORD01307,16-09-2025,Joseph Galvan,Washington,North,Printer,Office Equipment,2,294,10,529.2,149.36,Net Banking,Retail Store,Jeremy Johnson
ORD01308,23-01-2025,Jennifer Mitchell,Green Bay,West,Headphones,Accessories,1,969,5,920.55,342.92,Cash,Online,Maureen Taylor
ORD01309,27-01-2024,Steven Hill,San Diego,East,Printer,Office Equipment,1,2268,10,2041.2,277.8,UPI,Online,Brittney Francis
ORD01310,28-02-2024,Patrick Stone,Baltimore,West,Laptop,Electronics,6,1827,15,9317.7,1075.92,UPI,Retail Store,Ashley Fisher
ORD01311,23-09-2024,Alexis Douglas,Miami,West,Smartphone,Electronics,10,2377,20,19016,4976.6,Net Banking,Online,Sharon Lee
ORD01312,28-03-2024,Aaron Odonnell,Little Rock,East,Keyboard,Accessories,1,1199,10,1079.1,120.26,UPI,Retail Store,Mark Powers
ORD01313,02-10-2024,Dr. Paula Mitchell,Reno,North,Laptop,Electronics,10,1173,10,10557,2172.3,Credit Card,Retail Store,Cynthia Graham
ORD01314,30-03-2025,Thomas Matthews,Baton Rouge,West,Smartwatch,Wearables,6,1133,5,6458.1,1932.78,Credit Card,Retail Store,Katherine Mcdonald
ORD01315,11-08-2024,Jennifer Moore,San Francisco,North,Laptop,Electronics,6,2016,20,9676.8,1788.36,UPI,Retail Store,Matthew Sutton
ORD01316,09-10-2024,Sara Johnson,San Jose,West,Mouse,Accessories,8,786,10,5659.2,1792.8,Debit Card,Online,Timothy Smith
ORD01317,27-04-2024,Kimberly Mann,Orlando,South,Keyboard,Accessories,3,253,5,721.05,179.4,Cash,Retail Store,Bryan Rivera
ORD01318,21-08-2024,Thomas Davidson,Sacramento,East,Smartwatch,Wearables,6,221,20,1060.8,311.34,UPI,Online,Karla Cox
ORD01319,28-08-2024,Amanda Delgado,Sioux Falls,North,Tablet,Electronics,9,233,20,1677.6,340.92,Cash,Retail Store,Caroline Serrano
ORD01320,27-07-2024,Paul Martinez,Charlotte,East,Mouse,Accessories,9,367,5,3137.85,1052.19,Net Banking,Online,Kevin Benson
ORD01321,30-11-2024,Kevin Smith,Seattle,East,Smartphone,Electronics,5,636,0,3180,948.45,UPI,Retail Store,David Sanders
ORD01322,01-02-2024,Joshua Young,Mobile,North,Tablet,Electronics,8,1254,20,8025.6,2105.92,UPI,Online,James Mejia
ORD01323,04-08-2024,Elizabeth Carroll,Fargo,East,Smartwatch,Wearables,1,485,20,388,23.28,Debit Card,Retail Store,Jason Evans
ORD01324,26-10-2025,Paul Espinoza,Raleigh,North,Smartwatch,Wearables,1,664,15,564.4,186.18,Debit Card,Retail Store,Courtney Rodriguez
ORD01325,13-09-2025,Richard Conley,Jackson,West,Camera,Electronics,2,2211,0,4422,1467.74,UPI,Retail Store,Alexander Ramirez
ORD01326,02-12-2024,Jeremy Walker,Chicago,East,Monitor,Electronics,10,1250,5,11875,4240.4,Debit Card,Retail Store,Philip Jones
ORD01327,23-02-2025,Denise Robertson,Portland,East,Tablet,Electronics,2,1037,15,1762.9,434.56,Cash,Online,Anthony Aguilar
ORD01328,04-03-2025,Mary Mills,Knoxville,South,Tablet,Electronics,8,993,15,6752.4,1926.88,Cash,Online,Jacob Mitchell
ORD01329,23-09-2024,Gloria Brown,Des Moines,East,Smartphone,Electronics,10,615,20,4920,313.9,UPI,Online,Jason Evans
ORD01330,31-05-2024,Kenneth Castillo,Jacksonville,South,Mouse,Accessories,7,1774,20,9934.4,1316.28,Debit Card,Retail Store,Matthew Wallace
ORD01331,26-09-2024,Sharon Sanders,Chattanooga,West,Laptop,Electronics,3,544,15,1387.2,177.27,Credit Card,Online,Gina Miller
ORD01332,15-03-2024,Sean Griffin,Corpus Christi,West,Laptop,Electronics,7,148,5,984.2,380.1,Net Banking,Retail Store,Robert Sanchez
ORD01333,30-12-2025,Matthew Medina,Lubbock,East,Keyboard,Accessories,7,2331,5,15501.15,5330.01,UPI,Online,Dana Sanchez
ORD01334,22-02-2025,Laura Wright,Las Vegas,West,Laptop,Electronics,2,1503,15,2555.1,427.72,UPI,Retail Store,Teresa Underwood
ORD01335,26-03-2024,Jeffrey Cochran,Phoenix,North,Keyboard,Accessories,3,2464,20,5913.6,1566.63,Cash,Retail Store,Jenna Hopkins
ORD01336,29-06-2024,Stacey Lane,Tampa,East,Headphones,Accessories,7,1362,15,8103.9,1647.8,Credit Card,Online,Julie Flowers
ORD01337,31-07-2025,Jose Diaz,Pittsburgh,West,Printer,Office Equipment,8,1447,0,11576,3711.04,UPI,Retail Store,Timothy Hamilton
ORD01338,12-02-2024,Tanya Lindsey,Houston,South,Smartphone,Electronics,6,780,5,4446,919.62,Net Banking,Retail Store,Angel Lewis
ORD01339,21-12-2024,Nathaniel Brown,Buffalo,North,Smartwatch,Wearables,10,1337,0,13370,5064.6,UPI,Retail Store,Matthew Green
ORD01340,22-10-2024,Michael Small,Detroit,East,Headphones,Accessories,8,966,5,7341.6,1276.64,Cash,Online,Richard Romero PhD
ORD01341,30-07-2024,Paul Diaz,Oakland,South,Monitor,Electronics,5,627,0,3135,978,Credit Card,Online,Sarah Mooney
ORD01342,15-05-2025,Melissa Simmons,Minneapolis,North,Camera,Electronics,9,849,0,7641,1848.15,UPI,Online,Matthew Daniels
ORD01343,17-06-2025,Michael Sims,Austin,West,Printer,Office Equipment,10,1796,15,15266,4821.5,UPI,Online,Allison Brown
ORD01344,26-09-2024,Lauren Reyes,Newark,South,Mouse,Accessories,8,1820,15,12376,4051.84,UPI,Online,Annette Johnson
ORD01345,30-11-2024,Michael Pearson,Milwaukee,East,Tablet,Electronics,2,961,0,1922,789.6,UPI,Retail Store,Brian Mcbride
ORD01346,19-03-2025,Tracy Tucker,San Antonio,East,Camera,Electronics,2,1339,0,2678,1137.86,Debit Card,Online,Wendy Jones
ORD01347,20-01-2025,Laura Gray,Fresno,South,Laptop,Electronics,4,610,20,1952,78,Debit Card,Retail Store,James Humphrey
ORD01348,23-05-2025,Amanda Tucker,Tucson,South,Headphones,Accessories,3,2034,5,5796.9,2009.7,Credit Card,Online,Bradley Watts
ORD01349,25-07-2025,James Johnson,Fort Worth,South,Laptop,Electronics,7,325,15,1933.75,334.88,Credit Card,Retail Store,Sheri Chapman
ORD01350,28-08-2024,Michael Kirk,Denver,West,Printer,Office Equipment,10,1607,20,12856,1455.5,Cash,Online,Lindsay Hernandez
ORD01351,16-05-2025,Jessica Wallace,Salt Lake City,West,Printer,Office Equipment,4,1246,15,4236.4,502.44,Cash,Retail Store,Whitney Shaw
ORD01352,12-08-2024,Mr. Patrick Brock,Boise,East,Camera,Electronics,8,1260,0,10080,4252.8,Net Banking,Retail Store,Eugene Brown
ORD01353,29-06-2024,Alexander Boyd,New Orleans,East,Tablet,Electronics,4,1790,0,7160,2390.12,Credit Card,Retail Store,Philip Pope
ORD01354,07-09-2025,Jocelyn Cunningham,Nashville,South,Smartphone,Electronics,3,2031,15,5179.05,1200.33,Credit Card,Retail Store,Sherri Meyers
ORD01355,03-03-2024,Allison Gardner,Dayton,East,Printer,Office Equipment,9,931,15,7122.15,1335.87,UPI,Retail Store,Shannon Davis
ORD01356,12-02-2025,Ian Harris,Hartford,North,Smartphone,Electronics,7,1860,15,11067,3057.39,UPI,Retail Store,Mark Kemp
ORD01357,03-04-2025,Barry Morales,Spokane,South,Monitor,Electronics,6,236,10,1274.4,350.52,Cash,Online,Jennifer Castillo
ORD01358,11-09-2025,Gail Martinez,Memphis,North,Mouse,Accessories,10,1400,5,13300,3710.8,Net Banking,Online,Elizabeth Diaz
ORD01359,01-11-2025,Jay Daugherty,Fresno,South,Tablet,Electronics,6,2314,0,13884,6076.98,UPI,Online,Jennifer Mcgee
ORD01360,24-10-2024,Christine Simmons,Oakland,East,Keyboard,Accessories,9,1670,5,14278.5,3001.14,UPI,Retail Store,Meagan Moore
ORD01361,06-02-2024,Jonathan Taylor,Savannah,North,Monitor,Electronics,9,1068,0,9612,2293.74,Cash,Retail Store,David Mcclain
ORD01362,04-11-2024,Molly Nelson,Birmingham,South,Headphones,Accessories,1,692,10,622.8,238.01,Credit Card,Retail Store,William Blanchard
ORD01363,03-10-2024,Sara Dean,Oklahoma City,North,Mouse,Accessories,7,1691,5,11245.15,2184,Credit Card,Retail Store,Lindsey Morgan
ORD01364,04-06-2024,Richard Meza,Long Beach,West,Laptop,Electronics,1,2268,20,1814.4,512.82,Debit Card,Retail Store,Shane Roberts
ORD01365,05-11-2024,Marcus King,Boise,South,Tablet,Electronics,7,2148,0,15036,5736.08,Credit Card,Retail Store,Raymond Shepherd
ORD01366,15-03-2025,Andrew Thompson,Charleston,West,Smartwatch,Wearables,8,1592,10,11462.4,4161.28,Cash,Retail Store,Rachel Owens
ORD01367,07-09-2024,Kevin Barnes,Columbus,West,Headphones,Accessories,5,2234,20,8936,1724.6,Net Banking,Retail Store,Ryan Williams
ORD01368,14-08-2025,Dylan Johnson,Honolulu,West,Camera,Electronics,2,1902,5,3613.8,594.2,Debit Card,Retail Store,Trevor Wong
ORD01369,20-10-2025,Scott Spencer,Louisville,South,Tablet,Electronics,8,2356,0,18848,7018,Credit Card,Online,Joan Ramirez
ORD01370,30-08-2025,Tiffany White,Indianapolis,South,Camera,Electronics,3,900,15,2295,641.28,Net Banking,Retail Store,Catherine Spencer
ORD01371,20-05-2025,Madison Edwards,Little Rock,East,Camera,Electronics,10,1002,0,10020,3877.7,UPI,Online,Benjamin Harrington
ORD01372,20-02-2025,Angelica Vasquez,New York,East,Laptop,Electronics,6,2365,20,11352,456.12,Debit Card,Retail Store,Joshua Brown
ORD01373,25-11-2024,Patrick Wiggins,Albuquerque,West,Camera,Electronics,8,1332,5,10123.2,3033.28,Cash,Online,Sandra Solomon
ORD01374,10-05-2024,Jack Christensen,Baton Rouge,South,Mouse,Accessories,7,367,15,2183.65,284.62,Cash,Online,Peter Cook
ORD01375,09-02-2024,Amanda Terry,Mobile,West,Keyboard,Accessories,4,1842,0,7368,1684.52,Debit Card,Retail Store,James Arnold
ORD01376,10-01-2024,Jerry Avila,Cincinnati,West,Keyboard,Accessories,9,1762,15,13479.3,3580.92,UPI,Retail Store,Linda Black
ORD01377,27-10-2025,Tracey Montoya,Boston,East,Camera,Electronics,6,1572,20,7545.6,1966.68,Cash,Online,Jennifer Day
ORD01378,14-09-2024,Jose Whitaker,St. Louis,South,Smartwatch,Wearables,6,2177,20,10449.6,1723.8,UPI,Online,Victor Dawson
ORD01379,21-11-2024,Jillian Stout,Kansas City,South,Keyboard,Accessories,9,1990,0,17910,6195.51,Net Banking,Online,George Gutierrez
ORD01380,11-12-2025,Priscilla Green,Madison,West,Laptop,Electronics,5,818,5,3885.5,1540.05,UPI,Online,Mason Arnold
ORD01381,09-06-2024,Natalie Long,Philadelphia,South,Laptop,Electronics,10,1969,20,15752,4593.8,UPI,Online,Jennifer Barber
ORD01382,21-08-2025,Elizabeth Torres,Omaha,East,Monitor,Electronics,5,1214,15,5159.5,714.25,Cash,Retail Store,Samantha Jackson
ORD01383,20-03-2024,Kyle Mason,Jackson,North,Printer,Office Equipment,9,2266,5,19374.3,5136.03,Debit Card,Retail Store,Natalie Ward
ORD01384,09-05-2024,Amber Reyes,Washington,West,Keyboard,Accessories,5,2358,0,11790,2956.7,UPI,Retail Store,Patrick Pham
ORD01385,03-01-2024,Bradley Jackson,Boise,South,Smartwatch,Wearables,8,907,5,6893.2,1481.36,Credit Card,Online,Scott Walsh
ORD01386,27-11-2024,Charles Smith,Reno,North,Keyboard,Accessories,3,1997,0,5991,2579.43,Debit Card,Retail Store,Ryan Haney
ORD01387,27-05-2025,Jennifer Lee,Baltimore,South,Smartphone,Electronics,8,1389,10,10000.8,1777.92,Cash,Retail Store,John Gordon
ORD01388,15-11-2024,Rebecca Montgomery,Miami,East,Smartphone,Electronics,7,1993,10,12555.9,1957.83,Cash,Online,Samantha Carter
ORD01389,29-12-2025,Debra Smith,Atlanta,West,Smartwatch,Wearables,4,730,10,2628,917.68,Cash,Retail Store,Laura Jackson
ORD01390,21-03-2025,Allen Barnett,Knoxville,South,Headphones,Accessories,5,542,20,2168,235.7,Credit Card,Retail Store,Carl Delacruz
ORD01391,23-09-2025,Danielle Willis,Orlando,South,Headphones,Accessories,6,1787,5,10185.9,2788.26,Net Banking,Retail Store,Megan Santiago
ORD01392,04-01-2025,Joyce Warner,Chattanooga,North,Keyboard,Accessories,1,852,15,724.2,143.56,Cash,Retail Store,Colleen Kane
ORD01393,29-05-2025,Michael Valenzuela,Grand Rapids,East,Tablet,Electronics,2,1560,10,2808,373.18,Credit Card,Retail Store,Gregory Ortiz
ORD01394,07-10-2024,Jessica Combs,Toledo,North,Headphones,Accessories,7,229,10,1442.7,310.45,Net Banking,Retail Store,Sarah Martinez
ORD01395,16-04-2024,Cameron Mcgrath,Los Angeles,North,Headphones,Accessories,3,1989,20,4773.6,1434.78,Cash,Online,Amanda Pollard
ORD01396,02-05-2024,Miss Meghan Mccormick,Charlotte,North,Keyboard,Accessories,3,389,15,991.95,333.75,UPI,Online,Ryan Gilmore
ORD01397,18-01-2024,Kristin Schmidt,Akron,East,Camera,Electronics,5,845,20,3380,704.85,Debit Card,Retail Store,Autumn Mcintyre
ORD01398,14-11-2025,Beth Gonzalez,Corpus Christi,North,Camera,Electronics,1,1701,15,1445.85,225.54,Debit Card,Online,Anna Johnson
ORD01399,15-02-2024,William Stein,Raleigh,South,Printer,Office Equipment,2,756,15,1285.2,349.46,Cash,Retail Store,Brittany Howe
ORD01400,28-07-2025,Steven Carney,Lubbock,East,Keyboard,Accessories,1,1324,10,1191.6,347.32,Net Banking,Online,Rebecca Hansen
ORD01401,02-04-2024,Kendra Gregory,Salt Lake City,North,Smartwatch,Wearables,8,411,0,3288,1329.6,Debit Card,Retail Store,Deborah Palmer
ORD01402,10-08-2024,Stephanie Ross,San Diego,West,Smartwatch,Wearables,1,743,0,743,215.85,Credit Card,Online,Sierra Shaw
ORD01403,24-02-2024,Pamela Kim,Dallas,East,Printer,Office Equipment,4,593,10,2134.8,605.28,Debit Card,Retail Store,James Torres
ORD01404,19-08-2024,John Ortiz,San Francisco,East,Keyboard,Accessories,10,1342,15,11407,1223.7,Debit Card,Online,Lauren Madden
ORD01405,04-04-2024,Anthony Harris,Dayton,East,Printer,Office Equipment,5,1850,10,8325,2104.65,UPI,Retail Store,Robert Pope
ORD01406,08-06-2024,David Sanders,Los Angeles,South,Keyboard,Accessories,1,2447,15,2079.95,405.01,Net Banking,Retail Store,Gary Ray
ORD01407,18-07-2025,Mary Williams,San Jose,East,Printer,Office Equipment,4,1451,20,4643.2,246.88,Credit Card,Online,Anna Mercer
ORD01408,02-02-2024,Sarah Collins,Green Bay,South,Printer,Office Equipment,4,1965,10,7074,939.44,Net Banking,Online,Jennifer Thomas
ORD01409,31-07-2025,Kelly Jones,Sacramento,North,Headphones,Accessories,10,1372,10,12348,3505.8,UPI,Online,Tami Smith
ORD01410,01-05-2025,Paul Stanley,Sioux Falls,North,Tablet,Electronics,1,700,15,595,151.43,Debit Card,Retail Store,Mary Lopez
ORD01411,09-07-2024,Victoria Mann,Fargo,West,Printer,Office Equipment,3,1962,20,4708.8,364.86,Cash,Retail Store,Matthew Davidson
ORD01412,29-04-2025,Raymond Schultz,Jacksonville,East,Smartwatch,Wearables,10,1831,15,15563.5,1674.9,UPI,Retail Store,Courtney Rodriguez
ORD01413,27-08-2024,Gregory Farrell,Seattle,North,Headphones,Accessories,7,1279,0,8953,2320.71,Net Banking,Retail Store,Jacqueline Cunningham
ORD01414,30-01-2024,Daniel Barnes,Tampa,South,Printer,Office Equipment,10,1691,20,13528,3534.1,UPI,Online,Bruce Harris
ORD01415,25-02-2024,Joseph Smith,Pittsburgh,East,Smartwatch,Wearables,3,582,10,1571.4,187.56,Debit Card,Retail Store,Monica Lawson
ORD01416,01-01-2024,Mr. Daniel Massey MD,Chicago,South,Headphones,Accessories,7,727,15,4325.65,688.8,Debit Card,Retail Store,William Kelly
ORD01417,27-07-2024,Daniel Holland,Austin,South,Printer,Office Equipment,2,806,5,1531.4,468.88,Debit Card,Retail Store,David Petty
ORD01418,12-04-2024,Rachel Bryant,Detroit,West,Laptop,Electronics,8,702,10,5054.4,1304.56,Debit Card,Retail Store,William Jones
ORD01419,31-01-2025,Danielle Abbott,Buffalo,South,Smartphone,Electronics,8,1044,0,8352,3490.08,Net Banking,Retail Store,Nichole York
ORD01420,30-06-2025,Deborah Jones,San Antonio,West,Printer,Office Equipment,7,2495,15,14845.25,4926.6,Cash,Online,Spencer Foley
ORD01421,12-01-2025,Terri Gonzalez,Fort Worth,North,Monitor,Electronics,10,779,5,7400.5,2410.5,Cash,Retail Store,Jason Malone
  ORD01422  ,11-07-2024,David Hernandez,New Orleans,East,Mouse,Accessories,4,615,15,2091,710.8,Net Banking,Online,Julie Ramirez
ORD01423,03-06-2024,Christopher Lee,Newark,West,Tablet,Electronics,7,786,15,4676.7,1258.6,Net Banking,Online,Debra White
ORD01424,11-02-2025,Angela Cline,Portland,North,Printer,Office Equipment,7,785,5,5220.25,1260.63,Net Banking,Online,Julie Lopez
ORD01425,13-06-2024,Thomas Turner,Minneapolis,West,Tablet,Electronics,2,1706,0,3412,1263.28,Net Banking,Online,Brittany Harmon
  ORD01426  ,06-11-2024,Tabitha Carrillo,Las Vegas,North,Headphones,Accessories,7,1780,0,12460,4283.16,Cash,Retail Store,Tiffany Hodge
ORD01427,01-07-2025,Sandra Boyd,Milwaukee,North,Camera,Electronics,6,1989,10,10740.6,1277.64,Debit Card,Retail Store,Robert Becker
ORD01428,08-01-2024,Russell Mayer,Madison,East,Camera,Electronics,7,377,5,2507.05,833.21,Debit Card,Retail Store,Rebecca Robinson
ORD01429,10-02-2024,David Garcia,Phoenix,West,Smartphone,Electronics,1,1953,10,1757.7,624.2,Net Banking,Retail Store,Kathleen Cisneros
ORD01430,11-03-2025,Jennifer Nash,Nashville,East,Laptop,Electronics,10,1562,10,14058,4149.2,Credit Card,Retail Store,Ellen Webb
ORD01431,18-01-2024,Paul Gonzalez,Memphis,East,Keyboard,Accessories,5,1511,15,6421.75,1422.65,Credit Card,Online,John Carter
ORD01432,11-09-2024,Erica Davis,Hartford,North,Tablet,Electronics,1,2226,15,1892.1,570.28,Debit Card,Online,Stephanie Gonzalez
ORD01433,14-04-2025,Thomas Baker,Tucson,South,Headphones,Accessories,7,1175,10,7402.5,1462.02,Cash,Retail Store,Erica Watkins
ORD01434,09-02-2024,Diana Rodriguez,Memphis,North,Laptop,Electronics,2,1387,10,2496.6,869.12,Net Banking,Online,Caleb Perez
ORD01435,23-01-2024,Christina Nunez,Cleveland,East,Tablet,Electronics,5,1780,15,7565,2260.75,Credit Card,Retail Store,Nathan Williams
ORD01436,06-11-2024,Anna Sanchez,San Diego,South,Mouse,Accessories,4,2388,10,8596.8,1873.2,Credit Card,Retail Store,Raymond Miles
ORD01437,08-10-2024,Justin Warner,Birmingham,South,Smartwatch,Wearables,8,931,15,6330.8,843.76,UPI,Online,Gerald Mitchell
ORD01438,06-10-2024,Scott Hill,Fresno,South,Smartwatch,Wearables,7,792,10,4989.6,1933.4,Credit Card,Retail Store,Rachel Roberts
ORD01439,05-09-2025,John Bauer,Oklahoma City,East,Keyboard,Accessories,5,1143,15,4857.75,585.4,Credit Card,Online,Jonathan King
ORD01440,06-03-2024,Terry Wilson,Indianapolis,West,Monitor,Electronics,1,1379,5,1310.05,340.82,Cash,Retail Store,Adam Cannon
ORD01441,02-05-2025,Jeffrey Sanchez,Mobile,North,Smartwatch,Wearables,6,2267,15,11561.7,918.54,UPI,Retail Store,Kurt Rollins
ORD01442,18-04-2025,Kristen Wall,Cincinnati,West,Tablet,Electronics,6,1870,5,10659,2091.54,Debit Card,Online,Christine Smith
ORD01443,07-11-2025,Connie Medina,Denver,North,Smartphone,Electronics,5,1700,0,8500,2013.9,Net Banking,Retail Store,Janet Johnson
ORD01444,07-11-2024,Derek Landry,New York,East,Mouse,Accessories,4,2219,10,7988.4,2459.04,Net Banking,Retail Store,Adam Gentry
ORD01445,01-10-2025,Christina Miller,St. Louis,West,Laptop,Electronics,3,2445,5,6968.25,2289.21,Net Banking,Online,Melissa Brown
ORD01446,19-01-2025,William Wagner,Salt Lake City,South,Printer,Office Equipment,9,2060,5,17613,3146.31,Net Banking,Online,Erin Mccormick
ORD01447,23-04-2024,Charles Mosley,Tulsa,South,Mouse,Accessories,7,944,5,6277.6,1700.3,Debit Card,Retail Store,Jeremy Carlson
ORD01448,04-03-2025,Kimberly Bennett,Boise,East,Camera,Electronics,7,1491,5,9915.15,1825.25,UPI,Retail Store,Carrie Munoz DDS
ORD01449,29-06-2025,Edward Simpson,Kansas City,West,Mouse,Accessories,6,2107,20,10113.6,1921.02,Net Banking,Retail Store,Jacob Douglas
ORD01450,13-02-2025,Diane Carroll,Spokane,East,Printer,Office Equipment,8,692,5,5259.2,1815.28,Net Banking,Online,Elizabeth Bennett
ORD01451,04-03-2025,Daniel Powers,Fresno,North,Mouse,Accessories,7,2426,15,14434.7,3352.72,Cash,Online,Angela Wilson
ORD01452,05-09-2025,Lance Giles,Phoenix,West,Keyboard,Accessories,10,2111,0,21110,6488.2,Credit Card,Retail Store,Kathleen Smith
ORD01453,02-10-2025,Stephanie Diaz,Omaha,North,Smartwatch,Wearables,4,731,20,2339.2,386.04,UPI,Online,Sarah Lopez
ORD01454,16-07-2024,Debra Brown,Louisville,South,Smartwatch,Wearables,7,2311,20,12941.6,605.36,Net Banking,Retail Store,Debbie Smith
ORD01455,26-11-2024,Maria Walter,Des Moines,North,Monitor,Electronics,3,1984,5,5654.4,2183.43,Credit Card,Online,Nicole Morgan
ORD01456,01-12-2025,Tara Ramos,Little Rock,South,Smartwatch,Wearables,8,1930,5,14668,3847.44,Debit Card,Retail Store,Michelle Williams
ORD01457,07-09-2024,Richard Scott,Grand Rapids,North,Camera,Electronics,2,1406,5,2671.4,799.86,Credit Card,Online,Sarah Rich
ORD01458,13-03-2024,Kevin Patterson,Oakland,East,Smartphone,Electronics,9,1975,15,15108.75,1852.83,Cash,Online,Harry Carrillo
ORD01459,07-05-2025,Jordan Smith,Long Beach,North,Smartwatch,Wearables,9,147,15,1124.55,123.12,UPI,Retail Store,Jamie Hernandez
ORD01460,06-10-2025,Kevin Wilkinson,Des Moines,West,Laptop,Electronics,6,1686,20,8092.8,886.08,Credit Card,Online,Amanda Wiggins
ORD01461,22-06-2024,Connie Herrera,Honolulu,East,Keyboard,Accessories,5,2424,0,12120,4343.6,Debit Card,Online,Melissa Morales
